,issue_d,last_pymnt_d
19158,Dec-2018,Feb-2019
19159,Dec-2018,Feb-2019
19160,Dec-2018,Feb-2019
19161,Dec-2018,Feb-2019
19162,Dec-2018,Feb-2019
19163,Dec-2018,Feb-2019
19164,Dec-2018,Feb-2019
19165,Dec-2018,Feb-2019
19166,Dec-2018,Feb-2019
19167,Dec-2018,Feb-2019
19168,Dec-2018,Feb-2019
19169,Dec-2018,Feb-2019
19170,Dec-2018,Feb-2019
19171,Dec-2018,Feb-2019
19172,Dec-2018,Feb-2019
19173,Dec-2018,Feb-2019
19174,Dec-2018,Feb-2019
19175,Dec-2018,Feb-2019
19176,Dec-2018,Feb-2019
19177,Dec-2018,Feb-2019
19178,Dec-2018,Feb-2019
19179,Dec-2018,Feb-2019
19180,Dec-2018,Feb-2019
19181,Dec-2018,Feb-2019
19182,Dec-2018,Feb-2019
19183,Dec-2018,Feb-2019
19184,Dec-2018,Feb-2019
19185,Dec-2018,Feb-2019
19186,Dec-2018,Feb-2019
19187,Dec-2018,Feb-2019
19188,Dec-2018,Feb-2019
19189,Dec-2018,Feb-2019
19190,Dec-2018,Feb-2019
19191,Dec-2018,Feb-2019
19192,Dec-2018,Feb-2019
19193,Dec-2018,Feb-2019
19194,Dec-2018,Feb-2019
19195,Dec-2018,Feb-2019
19196,Dec-2018,Feb-2019
19197,Dec-2018,Feb-2019
19198,Dec-2018,Feb-2019
19199,Dec-2018,Feb-2019
19200,Dec-2018,Feb-2019
19201,Dec-2018,Feb-2019
19202,Dec-2018,Feb-2019
19203,Dec-2018,Feb-2019
19204,Dec-2018,Feb-2019
19205,Dec-2018,Feb-2019
19206,Dec-2018,Feb-2019
19207,Dec-2018,Feb-2019
19208,Dec-2018,Feb-2019
19209,Dec-2018,Feb-2019
19210,Dec-2018,Feb-2019
19211,Dec-2018,Feb-2019
19212,Dec-2018,Feb-2019
19213,Dec-2018,Feb-2019
19214,Dec-2018,Feb-2019
19215,Dec-2018,Feb-2019
19216,Dec-2018,Feb-2019
19217,Dec-2018,Feb-2019
19218,Dec-2018,Feb-2019
19219,Dec-2018,Feb-2019
19220,Dec-2018,Feb-2019
19221,Dec-2018,Feb-2019
19222,Dec-2018,Feb-2019
19223,Dec-2018,Feb-2019
19224,Dec-2018,Feb-2019
19225,Dec-2018,Feb-2019
19226,Dec-2018,Feb-2019
19227,Dec-2018,Feb-2019
19228,Dec-2018,Feb-2019
19229,Dec-2018,Feb-2019
19230,Dec-2018,Feb-2019
19231,Dec-2018,Feb-2019
19232,Dec-2018,Feb-2019
19233,Dec-2018,Feb-2019
19234,Dec-2018,Feb-2019
19235,Dec-2018,Feb-2019
19236,Dec-2018,Feb-2019
19237,Dec-2018,Feb-2019
19238,Dec-2018,Feb-2019
19239,Dec-2018,Feb-2019
19240,Dec-2018,Feb-2019
19241,Dec-2018,Feb-2019
19242,Dec-2018,Feb-2019
19243,Dec-2018,Feb-2019
19244,Dec-2018,Feb-2019
19245,Dec-2018,Feb-2019
19246,Dec-2018,Feb-2019
19247,Dec-2018,Jan-2019
19248,Dec-2018,Feb-2019
19249,Dec-2018,Feb-2019
19250,Dec-2018,Feb-2019
19251,Dec-2018,Feb-2019
19252,Dec-2018,Feb-2019
19253,Dec-2018,Feb-2019
19254,Dec-2018,Feb-2019
19255,Dec-2018,Feb-2019
19256,Dec-2018,Feb-2019
19257,Dec-2018,Feb-2019
19258,Dec-2018,Feb-2019
19259,Dec-2018,Feb-2019
19260,Dec-2018,Feb-2019
19261,Dec-2018,Feb-2019
19262,Dec-2018,Feb-2019
19263,Dec-2018,Feb-2019
19264,Dec-2018,Feb-2019
19265,Dec-2018,Feb-2019
19266,Dec-2018,Feb-2019
19267,Dec-2018,Feb-2019
19268,Dec-2018,Feb-2019
19269,Dec-2018,Jan-2019
19270,Dec-2018,Feb-2019
19271,Dec-2018,Feb-2019
19272,Dec-2018,Feb-2019
19273,Dec-2018,Feb-2019
19274,Dec-2018,Feb-2019
19275,Dec-2018,Feb-2019
19276,Dec-2018,Feb-2019
19277,Dec-2018,Feb-2019
19278,Dec-2018,Feb-2019
19279,Dec-2018,Feb-2019
19280,Dec-2018,Feb-2019
19281,Dec-2018,Feb-2019
19282,Dec-2018,Feb-2019
19283,Dec-2018,Feb-2019
19284,Dec-2018,Feb-2019
19285,Dec-2018,Feb-2019
19286,Dec-2018,Feb-2019
19287,Dec-2018,Feb-2019
19288,Dec-2018,Feb-2019
19289,Dec-2018,Feb-2019
19290,Dec-2018,Feb-2019
19291,Dec-2018,Feb-2019
19292,Dec-2018,Feb-2019
19293,Dec-2018,Feb-2019
19294,Dec-2018,Feb-2019
19295,Dec-2018,Feb-2019
19296,Dec-2018,Feb-2019
19297,Dec-2018,Feb-2019
19298,Dec-2018,Feb-2019
19299,Dec-2018,Feb-2019
19300,Dec-2018,Feb-2019
19301,Dec-2018,Feb-2019
19302,Dec-2018,Feb-2019
19303,Dec-2018,Feb-2019
19304,Dec-2018,Feb-2019
19305,Dec-2018,Feb-2019
19306,Dec-2018,Feb-2019
19307,Dec-2018,Feb-2019
19308,Dec-2018,Feb-2019
19309,Dec-2018,Feb-2019
19310,Dec-2018,Feb-2019
19311,Dec-2018,Feb-2019
19312,Dec-2018,Feb-2019
19313,Dec-2018,Feb-2019
19314,Dec-2018,Feb-2019
19315,Dec-2018,Feb-2019
19316,Dec-2018,Feb-2019
19317,Dec-2018,Feb-2019
19318,Dec-2018,Feb-2019
19319,Dec-2018,Feb-2019
19320,Dec-2018,Feb-2019
19321,Dec-2018,Feb-2019
19322,Dec-2018,Feb-2019
19323,Dec-2018,Feb-2019
19324,Dec-2018,Feb-2019
19325,Dec-2018,Feb-2019
19326,Dec-2018,Feb-2019
19327,Dec-2018,Feb-2019
19328,Dec-2018,Feb-2019
19329,Dec-2018,Feb-2019
19330,Dec-2018,Feb-2019
19331,Dec-2018,Feb-2019
19332,Dec-2018,Feb-2019
19333,Dec-2018,Feb-2019
19334,Dec-2018,Feb-2019
19335,Dec-2018,Feb-2019
19336,Dec-2018,Feb-2019
19337,Dec-2018,Feb-2019
19338,Dec-2018,Feb-2019
19339,Dec-2018,Feb-2019
19340,Dec-2018,Feb-2019
19341,Dec-2018,Feb-2019
19342,Dec-2018,Feb-2019
19343,Dec-2018,Feb-2019
19344,Dec-2018,Feb-2019
19345,Dec-2018,Feb-2019
19346,Dec-2018,Feb-2019
19347,Dec-2018,Feb-2019
19348,Dec-2018,Feb-2019
19349,Dec-2018,Feb-2019
19350,Dec-2018,Feb-2019
19351,Dec-2018,Feb-2019
19352,Dec-2018,Feb-2019
19353,Dec-2018,Feb-2019
19354,Dec-2018,Feb-2019
19355,Dec-2018,Feb-2019
19356,Dec-2018,Feb-2019
19357,Dec-2018,Feb-2019
19358,Dec-2018,Feb-2019
19359,Dec-2018,Feb-2019
19360,Dec-2018,Feb-2019
19361,Dec-2018,Feb-2019
19362,Dec-2018,Feb-2019
19363,Dec-2018,Feb-2019
19364,Dec-2018,Feb-2019
19365,Dec-2018,Feb-2019
19366,Dec-2018,Feb-2019
19367,Dec-2018,Feb-2019
19368,Dec-2018,Feb-2019
19369,Dec-2018,Feb-2019
19370,Dec-2018,Jan-2019
19371,Dec-2018,Feb-2019
19372,Dec-2018,Feb-2019
19373,Dec-2018,Feb-2019
19374,Dec-2018,Feb-2019
19375,Dec-2018,Feb-2019
19376,Dec-2018,Feb-2019
19377,Dec-2018,Feb-2019
19378,Dec-2018,Feb-2019
19379,Dec-2018,Feb-2019
19380,Dec-2018,Feb-2019
19381,Dec-2018,Feb-2019
19382,Dec-2018,Feb-2019
19383,Dec-2018,Feb-2019
19384,Dec-2018,Feb-2019
19385,Dec-2018,Feb-2019
19386,Dec-2018,Feb-2019
19387,Dec-2018,Feb-2019
19388,Dec-2018,Feb-2019
19389,Dec-2018,Feb-2019
19390,Dec-2018,Feb-2019
19391,Dec-2018,Feb-2019
19392,Dec-2018,Feb-2019
19393,Dec-2018,Feb-2019
19394,Dec-2018,Feb-2019
19395,Dec-2018,Feb-2019
19396,Dec-2018,Feb-2019
19397,Dec-2018,Feb-2019
19398,Dec-2018,Feb-2019
19399,Dec-2018,Feb-2019
19400,Dec-2018,Feb-2019
19401,Dec-2018,Feb-2019
19402,Dec-2018,Feb-2019
19403,Dec-2018,Feb-2019
19404,Dec-2018,Feb-2019
19405,Dec-2018,Feb-2019
19406,Dec-2018,Feb-2019
19407,Dec-2018,Feb-2019
19408,Dec-2018,Jan-2019
19409,Dec-2018,Feb-2019
19410,Dec-2018,Feb-2019
19411,Dec-2018,Feb-2019
19412,Dec-2018,Feb-2019
19413,Dec-2018,Feb-2019
19414,Dec-2018,Feb-2019
19415,Dec-2018,Feb-2019
19416,Dec-2018,Feb-2019
19417,Dec-2018,Feb-2019
19418,Dec-2018,Feb-2019
19419,Dec-2018,Feb-2019
19420,Dec-2018,Feb-2019
19421,Dec-2018,Feb-2019
19422,Dec-2018,Jan-2019
19423,Dec-2018,Feb-2019
19424,Dec-2018,Feb-2019
19425,Dec-2018,Feb-2019
19426,Dec-2018,Feb-2019
19427,Dec-2018,Feb-2019
19428,Dec-2018,Feb-2019
19429,Dec-2018,Feb-2019
19430,Dec-2018,Feb-2019
19431,Dec-2018,Feb-2019
19432,Dec-2018,Feb-2019
19433,Dec-2018,Feb-2019
19434,Dec-2018,Feb-2019
19435,Dec-2018,Feb-2019
19436,Dec-2018,Feb-2019
19437,Dec-2018,Feb-2019
19438,Dec-2018,Feb-2019
19439,Dec-2018,Feb-2019
19440,Dec-2018,Feb-2019
19441,Dec-2018,Feb-2019
19442,Dec-2018,Feb-2019
19443,Dec-2018,Feb-2019
19444,Dec-2018,Feb-2019
19445,Dec-2018,Feb-2019
19446,Dec-2018,Feb-2019
19447,Dec-2018,Feb-2019
19448,Dec-2018,Feb-2019
19449,Dec-2018,Feb-2019
19450,Dec-2018,Feb-2019
19451,Dec-2018,Feb-2019
19452,Dec-2018,Feb-2019
19453,Dec-2018,Feb-2019
19454,Dec-2018,Feb-2019
19455,Dec-2018,Feb-2019
19456,Dec-2018,Feb-2019
19457,Dec-2018,Feb-2019
19458,Dec-2018,Feb-2019
19459,Dec-2018,Feb-2019
19460,Dec-2018,Feb-2019
19461,Dec-2018,Feb-2019
19462,Dec-2018,Feb-2019
19463,Dec-2018,Feb-2019
19464,Dec-2018,Feb-2019
19465,Dec-2018,Feb-2019
19466,Dec-2018,Feb-2019
19467,Dec-2018,Feb-2019
19468,Dec-2018,Feb-2019
19469,Dec-2018,Feb-2019
19470,Dec-2018,Jan-2019
19471,Dec-2018,Feb-2019
19472,Dec-2018,Feb-2019
19473,Dec-2018,Feb-2019
19474,Dec-2018,Feb-2019
19475,Dec-2018,Feb-2019
19476,Dec-2018,Feb-2019
19477,Dec-2018,Feb-2019
19478,Dec-2018,Feb-2019
19479,Dec-2018,Feb-2019
19480,Dec-2018,Feb-2019
19481,Dec-2018,Feb-2019
19482,Dec-2018,Feb-2019
19483,Dec-2018,Feb-2019
19484,Dec-2018,Feb-2019
19485,Dec-2018,Feb-2019
19486,Dec-2018,Feb-2019
19487,Dec-2018,Feb-2019
19488,Dec-2018,Feb-2019
19489,Dec-2018,Feb-2019
19490,Dec-2018,Feb-2019
19491,Dec-2018,Feb-2019
19492,Dec-2018,Feb-2019
19493,Dec-2018,Feb-2019
19494,Dec-2018,Feb-2019
19495,Dec-2018,Feb-2019
19496,Dec-2018,Feb-2019
19497,Dec-2018,Feb-2019
19498,Dec-2018,Feb-2019
19499,Dec-2018,Feb-2019
19500,Dec-2018,Feb-2019
19501,Dec-2018,Feb-2019
19502,Dec-2018,Feb-2019
19503,Dec-2018,Feb-2019
19504,Dec-2018,Feb-2019
19505,Dec-2018,Feb-2019
19506,Dec-2018,Feb-2019
19507,Dec-2018,Feb-2019
19508,Dec-2018,Feb-2019
19509,Dec-2018,Feb-2019
19510,Dec-2018,Feb-2019
19511,Dec-2018,Feb-2019
19512,Dec-2018,Feb-2019
19513,Dec-2018,Feb-2019
19514,Dec-2018,Feb-2019
19515,Dec-2018,Feb-2019
19516,Dec-2018,Feb-2019
19517,Dec-2018,Feb-2019
19518,Dec-2018,Feb-2019
19519,Dec-2018,Feb-2019
19520,Dec-2018,Feb-2019
19521,Dec-2018,Feb-2019
19522,Dec-2018,Feb-2019
19523,Dec-2018,Feb-2019
19524,Dec-2018,Feb-2019
19525,Dec-2018,Feb-2019
19526,Dec-2018,Feb-2019
19527,Dec-2018,Feb-2019
19528,Dec-2018,Feb-2019
19529,Dec-2018,Feb-2019
19530,Dec-2018,Feb-2019
19531,Dec-2018,Feb-2019
19532,Dec-2018,Feb-2019
19533,Dec-2018,Feb-2019
19534,Dec-2018,Feb-2019
19535,Dec-2018,Feb-2019
19536,Dec-2018,Feb-2019
19537,Dec-2018,Feb-2019
19538,Dec-2018,Feb-2019
19539,Dec-2018,Feb-2019
19540,Dec-2018,Feb-2019
19541,Dec-2018,Feb-2019
19542,Dec-2018,Feb-2019
19543,Dec-2018,Feb-2019
19544,Dec-2018,Feb-2019
19545,Dec-2018,Feb-2019
19546,Dec-2018,Feb-2019
19547,Dec-2018,Feb-2019
19548,Dec-2018,Feb-2019
19549,Dec-2018,Feb-2019
19550,Dec-2018,Feb-2019
19551,Dec-2018,Feb-2019
19552,Dec-2018,Feb-2019
19553,Dec-2018,Feb-2019
19554,Dec-2018,Feb-2019
19555,Dec-2018,Feb-2019
19556,Dec-2018,Feb-2019
19557,Dec-2018,Feb-2019
19558,Dec-2018,Feb-2019
19559,Dec-2018,Feb-2019
19560,Dec-2018,Feb-2019
19561,Dec-2018,Feb-2019
19562,Dec-2018,Feb-2019
19563,Dec-2018,Feb-2019
19564,Dec-2018,Feb-2019
19565,Dec-2018,Feb-2019
19566,Dec-2018,Feb-2019
19567,Dec-2018,Feb-2019
19568,Dec-2018,Feb-2019
19569,Dec-2018,Feb-2019
19570,Dec-2018,Feb-2019
19571,Dec-2018,Feb-2019
19572,Dec-2018,Feb-2019
19573,Dec-2018,Feb-2019
19574,Dec-2018,Feb-2019
19575,Dec-2018,Feb-2019
19576,Dec-2018,
19577,Dec-2018,Feb-2019
19578,Dec-2018,Feb-2019
19579,Dec-2018,Feb-2019
19580,Dec-2018,Feb-2019
19581,Dec-2018,Feb-2019
19582,Dec-2018,
19583,Dec-2018,Feb-2019
19584,Dec-2018,Feb-2019
19585,Dec-2018,Feb-2019
19586,Dec-2018,Jan-2019
19587,Dec-2018,Feb-2019
19588,Dec-2018,Feb-2019
19589,Dec-2018,Feb-2019
19590,Dec-2018,Feb-2019
19591,Dec-2018,Feb-2019
19592,Dec-2018,Feb-2019
19593,Dec-2018,Feb-2019
19594,Dec-2018,Feb-2019
19595,Dec-2018,Feb-2019
19596,Dec-2018,Feb-2019
19597,Dec-2018,Feb-2019
19598,Dec-2018,Feb-2019
19599,Dec-2018,Feb-2019
19600,Dec-2018,Feb-2019
19601,Dec-2018,Feb-2019
19602,Dec-2018,Feb-2019
19603,Dec-2018,Feb-2019
19604,Dec-2018,Feb-2019
19605,Dec-2018,Feb-2019
19606,Dec-2018,Feb-2019
19607,Dec-2018,Feb-2019
19608,Dec-2018,Feb-2019
19609,Dec-2018,Feb-2019
19610,Dec-2018,Feb-2019
19611,Dec-2018,Feb-2019
19612,Dec-2018,Feb-2019
19613,Dec-2018,Feb-2019
19614,Dec-2018,Feb-2019
19615,Dec-2018,Feb-2019
19616,Dec-2018,Feb-2019
19617,Dec-2018,Feb-2019
19618,Dec-2018,Feb-2019
19619,Dec-2018,Feb-2019
19620,Dec-2018,Feb-2019
19621,Dec-2018,Feb-2019
19622,Dec-2018,Feb-2019
19623,Dec-2018,Feb-2019
19624,Dec-2018,Feb-2019
19625,Dec-2018,Feb-2019
19626,Dec-2018,Feb-2019
19627,Dec-2018,Feb-2019
19628,Dec-2018,Feb-2019
19629,Dec-2018,Feb-2019
19630,Dec-2018,Feb-2019
19631,Dec-2018,Feb-2019
19632,Dec-2018,Feb-2019
19633,Dec-2018,Feb-2019
19634,Dec-2018,Feb-2019
19635,Dec-2018,Feb-2019
19636,Dec-2018,Feb-2019
19637,Dec-2018,Feb-2019
19638,Dec-2018,Feb-2019
19639,Dec-2018,Feb-2019
19640,Dec-2018,Feb-2019
19641,Dec-2018,Feb-2019
19642,Dec-2018,Feb-2019
19643,Dec-2018,Feb-2019
19644,Dec-2018,Feb-2019
19645,Dec-2018,Feb-2019
19646,Dec-2018,Feb-2019
19647,Dec-2018,Feb-2019
19648,Dec-2018,Feb-2019
19649,Dec-2018,Feb-2019
19650,Dec-2018,Feb-2019
19651,Dec-2018,Feb-2019
19652,Dec-2018,Feb-2019
19653,Dec-2018,Feb-2019
19654,Dec-2018,Feb-2019
19655,Dec-2018,Feb-2019
19656,Dec-2018,Feb-2019
19657,Dec-2018,Feb-2019
19658,Dec-2018,Feb-2019
19659,Dec-2018,Feb-2019
19660,Dec-2018,Feb-2019
19661,Dec-2018,
19662,Dec-2018,Feb-2019
19663,Dec-2018,Feb-2019
19664,Dec-2018,Feb-2019
19665,Dec-2018,Feb-2019
19666,Dec-2018,Feb-2019
19667,Dec-2018,Feb-2019
19668,Dec-2018,Feb-2019
19669,Dec-2018,Feb-2019
19670,Dec-2018,Feb-2019
19671,Dec-2018,Feb-2019
19672,Dec-2018,Feb-2019
19673,Dec-2018,Feb-2019
19674,Dec-2018,Feb-2019
19675,Dec-2018,Feb-2019
19676,Dec-2018,Feb-2019
19677,Dec-2018,Feb-2019
19678,Dec-2018,Feb-2019
19679,Dec-2018,Feb-2019
19680,Dec-2018,Feb-2019
19681,Dec-2018,Feb-2019
19682,Dec-2018,Feb-2019
19683,Dec-2018,Feb-2019
19684,Dec-2018,Feb-2019
19685,Dec-2018,Feb-2019
19686,Dec-2018,Feb-2019
19687,Dec-2018,Feb-2019
19688,Dec-2018,Jan-2019
19689,Dec-2018,Feb-2019
19690,Dec-2018,Feb-2019
19691,Dec-2018,Feb-2019
19692,Dec-2018,Feb-2019
19693,Dec-2018,Feb-2019
19694,Dec-2018,Feb-2019
19695,Dec-2018,Feb-2019
19696,Dec-2018,Feb-2019
19697,Dec-2018,Feb-2019
19698,Dec-2018,Feb-2019
19699,Dec-2018,Feb-2019
19700,Dec-2018,Feb-2019
19701,Dec-2018,Feb-2019
19702,Dec-2018,Feb-2019
19703,Dec-2018,Feb-2019
19704,Dec-2018,Feb-2019
19705,Dec-2018,Feb-2019
19706,Dec-2018,Feb-2019
19707,Dec-2018,Feb-2019
19708,Dec-2018,Feb-2019
19709,Dec-2018,Feb-2019
19710,Dec-2018,Feb-2019
19711,Dec-2018,Feb-2019
19712,Dec-2018,Feb-2019
19713,Dec-2018,Feb-2019
19714,Dec-2018,Feb-2019
19715,Dec-2018,Feb-2019
19716,Dec-2018,Feb-2019
19717,Dec-2018,Feb-2019
19718,Dec-2018,Feb-2019
19719,Dec-2018,Feb-2019
19720,Dec-2018,Feb-2019
19721,Dec-2018,Feb-2019
19722,Dec-2018,Feb-2019
19723,Dec-2018,Feb-2019
19724,Dec-2018,Feb-2019
19725,Dec-2018,Feb-2019
19726,Dec-2018,Feb-2019
19727,Dec-2018,Feb-2019
19728,Dec-2018,Feb-2019
19729,Dec-2018,Feb-2019
19730,Dec-2018,Feb-2019
19731,Dec-2018,Feb-2019
19732,Dec-2018,Feb-2019
19733,Dec-2018,Feb-2019
19734,Dec-2018,Feb-2019
19735,Dec-2018,Feb-2019
19736,Dec-2018,Feb-2019
19737,Dec-2018,Feb-2019
19738,Dec-2018,Feb-2019
19739,Dec-2018,Feb-2019
19740,Dec-2018,Feb-2019
19741,Dec-2018,Feb-2019
19742,Dec-2018,Feb-2019
19743,Dec-2018,Feb-2019
19744,Dec-2018,Feb-2019
19745,Dec-2018,Feb-2019
19746,Dec-2018,Jan-2019
19747,Dec-2018,Feb-2019
19748,Dec-2018,Feb-2019
19749,Dec-2018,Feb-2019
19750,Dec-2018,Feb-2019
19751,Dec-2018,Feb-2019
19752,Dec-2018,Feb-2019
19753,Dec-2018,Feb-2019
19754,Dec-2018,Feb-2019
19755,Dec-2018,Feb-2019
19756,Dec-2018,Feb-2019
19757,Dec-2018,Feb-2019
19758,Dec-2018,Feb-2019
19759,Dec-2018,Feb-2019
19760,Dec-2018,Feb-2019
19761,Dec-2018,Feb-2019
19762,Dec-2018,Feb-2019
19763,Dec-2018,Feb-2019
19764,Dec-2018,Feb-2019
19765,Dec-2018,Feb-2019
19766,Dec-2018,Feb-2019
19767,Dec-2018,Feb-2019
19768,Dec-2018,Feb-2019
19769,Dec-2018,Feb-2019
19770,Dec-2018,Feb-2019
19771,Dec-2018,Feb-2019
19772,Dec-2018,Feb-2019
19773,Dec-2018,Feb-2019
19774,Dec-2018,Feb-2019
19775,Dec-2018,Feb-2019
19776,Dec-2018,Feb-2019
19777,Dec-2018,Feb-2019
19778,Dec-2018,Feb-2019
19779,Dec-2018,Jan-2019
19780,Dec-2018,Feb-2019
19781,Dec-2018,Feb-2019
19782,Dec-2018,Feb-2019
19783,Dec-2018,Feb-2019
19784,Dec-2018,Feb-2019
19785,Dec-2018,Feb-2019
19786,Dec-2018,Feb-2019
19787,Dec-2018,Feb-2019
19788,Dec-2018,Jan-2019
19789,Dec-2018,Feb-2019
19790,Dec-2018,Feb-2019
19791,Dec-2018,Feb-2019
19792,Dec-2018,Feb-2019
19793,Dec-2018,Feb-2019
19794,Dec-2018,Feb-2019
19795,Dec-2018,Feb-2019
19796,Dec-2018,Feb-2019
19797,Dec-2018,Feb-2019
19798,Dec-2018,Feb-2019
19799,Dec-2018,Jan-2019
19800,Dec-2018,Feb-2019
19801,Dec-2018,Feb-2019
19802,Dec-2018,Feb-2019
19803,Dec-2018,Feb-2019
19804,Dec-2018,Feb-2019
19805,Dec-2018,Feb-2019
19806,Dec-2018,Feb-2019
19807,Dec-2018,Feb-2019
19808,Dec-2018,Feb-2019
19809,Dec-2018,Feb-2019
19810,Dec-2018,Feb-2019
19811,Dec-2018,Feb-2019
19812,Dec-2018,Feb-2019
19813,Dec-2018,Feb-2019
19814,Dec-2018,Feb-2019
19815,Dec-2018,Feb-2019
19816,Dec-2018,Feb-2019
19817,Dec-2018,Feb-2019
19818,Dec-2018,Feb-2019
19819,Dec-2018,Feb-2019
19820,Dec-2018,Feb-2019
19821,Dec-2018,Feb-2019
19822,Dec-2018,Feb-2019
19823,Dec-2018,Feb-2019
19824,Dec-2018,Feb-2019
19825,Dec-2018,Feb-2019
19826,Dec-2018,Feb-2019
19827,Dec-2018,Feb-2019
19828,Dec-2018,Feb-2019
19829,Dec-2018,Feb-2019
19830,Dec-2018,Feb-2019
19831,Dec-2018,Feb-2019
19832,Dec-2018,Feb-2019
19833,Dec-2018,Feb-2019
19834,Dec-2018,Feb-2019
19835,Dec-2018,Feb-2019
19836,Dec-2018,Feb-2019
19837,Dec-2018,Feb-2019
19838,Dec-2018,Feb-2019
19839,Dec-2018,Feb-2019
19840,Dec-2018,Feb-2019
19841,Dec-2018,Feb-2019
19842,Dec-2018,Feb-2019
19843,Dec-2018,Feb-2019
19844,Dec-2018,Feb-2019
19845,Dec-2018,Feb-2019
19846,Dec-2018,Feb-2019
19847,Dec-2018,Feb-2019
19848,Dec-2018,Feb-2019
19849,Dec-2018,Feb-2019
19850,Dec-2018,Feb-2019
19851,Dec-2018,Feb-2019
19852,Dec-2018,Feb-2019
19853,Dec-2018,Feb-2019
19854,Dec-2018,Feb-2019
19855,Dec-2018,Feb-2019
19856,Dec-2018,Jan-2019
19857,Dec-2018,Feb-2019
19858,Dec-2018,Feb-2019
19859,Dec-2018,Feb-2019
19860,Dec-2018,Feb-2019
19861,Dec-2018,Feb-2019
19862,Dec-2018,Feb-2019
19863,Dec-2018,Feb-2019
19864,Dec-2018,Feb-2019
19865,Dec-2018,Feb-2019
19866,Dec-2018,Feb-2019
19867,Dec-2018,Feb-2019
19868,Dec-2018,Feb-2019
19869,Dec-2018,Feb-2019
19870,Dec-2018,Feb-2019
19871,Dec-2018,Feb-2019
19872,Dec-2018,Feb-2019
19873,Dec-2018,Feb-2019
19874,Dec-2018,Feb-2019
19875,Dec-2018,Feb-2019
19876,Dec-2018,Feb-2019
19877,Dec-2018,Feb-2019
19878,Dec-2018,Feb-2019
19879,Dec-2018,Feb-2019
19880,Dec-2018,Feb-2019
19881,Dec-2018,Feb-2019
19882,Dec-2018,Feb-2019
19883,Dec-2018,Feb-2019
19884,Dec-2018,Feb-2019
19885,Dec-2018,Feb-2019
19886,Dec-2018,Feb-2019
19887,Dec-2018,Feb-2019
19888,Dec-2018,Feb-2019
19889,Dec-2018,Feb-2019
19890,Dec-2018,Jan-2019
19891,Dec-2018,Feb-2019
19892,Dec-2018,Feb-2019
19893,Dec-2018,Feb-2019
19894,Dec-2018,Feb-2019
19895,Dec-2018,Feb-2019
19896,Dec-2018,Feb-2019
19897,Dec-2018,Feb-2019
19898,Dec-2018,Feb-2019
19899,Dec-2018,Feb-2019
19900,Dec-2018,Feb-2019
19901,Dec-2018,Feb-2019
19902,Dec-2018,Feb-2019
19903,Dec-2018,Feb-2019
19904,Dec-2018,Feb-2019
19905,Dec-2018,Feb-2019
19906,Dec-2018,Feb-2019
19907,Dec-2018,Feb-2019
19908,Dec-2018,Feb-2019
19909,Dec-2018,Feb-2019
19910,Dec-2018,Feb-2019
19911,Dec-2018,Feb-2019
19912,Dec-2018,Feb-2019
19913,Dec-2018,Feb-2019
19914,Dec-2018,Feb-2019
19915,Dec-2018,Feb-2019
19916,Dec-2018,Feb-2019
19917,Dec-2018,Feb-2019
19918,Dec-2018,Feb-2019
19919,Dec-2018,Dec-2018
19920,Dec-2018,Feb-2019
19921,Dec-2018,Feb-2019
19922,Dec-2018,Feb-2019
19923,Dec-2018,Feb-2019
19924,Dec-2018,Feb-2019
19925,Dec-2018,Feb-2019
19926,Dec-2018,Feb-2019
19927,Dec-2018,Feb-2019
19928,Dec-2018,Feb-2019
19929,Dec-2018,Feb-2019
19930,Dec-2018,Jan-2019
19931,Dec-2018,Feb-2019
19932,Dec-2018,Feb-2019
19933,Dec-2018,Feb-2019
19934,Dec-2018,Feb-2019
19935,Dec-2018,Feb-2019
19936,Dec-2018,Feb-2019
19937,Dec-2018,Feb-2019
19938,Dec-2018,Feb-2019
19939,Dec-2018,Feb-2019
19940,Dec-2018,Feb-2019
19941,Dec-2018,Feb-2019
19942,Dec-2018,Feb-2019
19943,Dec-2018,Feb-2019
19944,Dec-2018,Feb-2019
19945,Dec-2018,Feb-2019
19946,Dec-2018,Feb-2019
19947,Dec-2018,Feb-2019
19948,Dec-2018,Feb-2019
19949,Dec-2018,Feb-2019
19950,Dec-2018,Feb-2019
19951,Dec-2018,Feb-2019
19952,Dec-2018,Feb-2019
19953,Dec-2018,Feb-2019
19954,Dec-2018,Feb-2019
19955,Dec-2018,Feb-2019
19956,Dec-2018,Feb-2019
19957,Dec-2018,Feb-2019
19958,Dec-2018,Feb-2019
19959,Dec-2018,Feb-2019
19960,Dec-2018,Feb-2019
19961,Dec-2018,Feb-2019
19962,Dec-2018,Feb-2019
19963,Dec-2018,Feb-2019
19964,Dec-2018,Feb-2019
19965,Dec-2018,Feb-2019
19966,Dec-2018,Feb-2019
19967,Dec-2018,Feb-2019
19968,Dec-2018,Feb-2019
19969,Dec-2018,Feb-2019
19970,Dec-2018,Feb-2019
19971,Dec-2018,Feb-2019
19972,Dec-2018,Feb-2019
19973,Dec-2018,Feb-2019
19974,Dec-2018,Feb-2019
19975,Dec-2018,Feb-2019
19976,Dec-2018,Feb-2019
19977,Dec-2018,Feb-2019
19978,Dec-2018,Feb-2019
19979,Dec-2018,Feb-2019
19980,Dec-2018,Feb-2019
